epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.9169960618019104,9.999999747378752e-06,0.22883155941963196,0.833001971244812,0.5099435448646545
1,0.9273715615272522,9.999999747378752e-06,0.20675410330295563,0.8270377516746521,0.4955342710018158
2,0.937252938747406,9.999999747378752e-06,0.19117502868175507,0.8031809329986572,0.5623505115509033
3,0.9431818127632141,9.999999747378752e-06,0.17091190814971924,0.833001971244812,0.4973997473716736
4,0.9352766871452332,9.999999747378752e-06,0.1901201456785202,0.8349900841712952,0.49636945128440857
5,0.9471343755722046,9.999999747378752e-06,0.15259124338626862,0.8449304103851318,0.4689848721027374
6,0.9436758756637573,9.999999747378752e-06,0.1575717031955719,0.8369781374931335,0.5173001885414124
7,0.9476284384727478,9.999999747378752e-06,0.1373613327741623,0.8508946299552917,0.4383627772331238
8,0.9584980010986328,9.999999747378752e-06,0.12932570278644562,0.8389661908149719,0.514775812625885
9,0.95652174949646,9.999999747378752e-06,0.12425558269023895,0.8270377516746521,0.5746603012084961
10,0.9535573124885559,9.999999747378752e-06,0.13255426287651062,0.8568588495254517,0.47355929017066956
11,0.9570158123970032,9.999999747378752e-06,0.12167678028345108,0.8469184637069702,0.48190751671791077
12,0.9634387493133545,4.999999873689376e-06,0.11561523377895355,0.8548707962036133,0.5207988619804382
13,0.9688735008239746,4.999999873689376e-06,0.09519768506288528,0.8429423570632935,0.5354236364364624
14,0.9698616862297058,4.999999873689376e-06,0.08971112966537476,0.8409543037414551,0.5265016555786133
15,0.9678853750228882,4.999999873689376e-06,0.10034846514463425,0.8528826832771301,0.48218539357185364
16,0.9723320007324219,2.499999936844688e-06,0.09171704947948456,0.8489065766334534,0.4726664125919342
17,0.9762845635414124,2.499999936844688e-06,0.07968418300151825,0.8528826832771301,0.4851773977279663
18,0.9748023748397827,2.499999936844688e-06,0.0797346830368042,0.8449304103851318,0.5027672052383423
